Japenese Together,Japanese,Ja to En
おじん 2,おじん ,Ojin
荒くれ 2,荒くれ ,Rough
measure 2,measure ,measure
ステース 2,ステース ,Status
ツマ 2,ツマ ,Wife
イロコイ 2,イロコイ ,Iroquois
アクロイド 2,アクロイド ,Ackroyd
すり替わ 2,すり替わ ,Switched
クロイ 2,クロイ ,Chloe
想い出せ 2,想い出せ ,Remember
断つ 2,断つ ,cut off 
ひカ 2,ひカ ,Hika
射角 2,射角 ,angle of fire
repeating 2,repeating ,repeating
あちらと 2,あちらと ,Over there
ヴェラザノ 2,ヴェラザノ ,Verrazano
木剣 2,木剣 ,Wooden Sword
上り坂 2,上り坂 ,Uphill
さらばえ 2,さらばえ ,Farewell
ニガテ 2,ニガテ ,Weakness
電車止め 2,電車止め ,Train stop
ウィアー 2,ウィアー ,Weir
ｃｏｏ 2,ｃｏｏ ,coo
回顧 2,回顧 ,Reminiscence
レーンズ 2,レーンズ ,Lanes
wpa 2,wpa ,wpa
サーティー 2,サーティー ,Thirty
sticking 2,sticking ,Sticking
張込み 2,張込み ,Stakeout
言い張れ 2,言い張れ ,Insist
一倍 2,一倍 ,one time
良俗 2,良俗 ,Good morals
あらいぐま 2,あらいぐま ,Raccoon
かぎ分け 2,かぎ分け ,Identify
売出 2,売出 ,Sale
怖じ気 2,怖じ気 ,Fear
acapulco 2,acapulco ,acapulco
晴らせ 2,晴らせ ,Clear the sky
あらいぐまだ 2,あらいぐまだ ,It's a raccoon dog
タマーラ 2,タマーラ ,Tamara
ツィオン 2,ツィオン ,Zion
ウミヘビ 2,ウミヘビ ,Sea snake
前席 2,前席 ,Front seat
gaze 2,gaze ,gaze
叩き起こせ 2,叩き起こせ ,Wake Me Up
intended 2,intended ,intended
御殿 2,御殿 ,Palace
こじあけ 2,こじあけ ,Pry open
繰り上げ 2,繰り上げ ,Carry forward
pharmacy 2,pharmacy ,Pharmacy
ブローグ 2,ブローグ ,Brogue
ホラス 2,ホラス ,Horace
だめか 2,だめか ,No?
オトゥール 2,オトゥール ,O'Toole
クウィントス 2,クウィントス ,Quintos
ギャロウェイ 2,ギャロウェイ ,Galloway
ぺトリ 2,ぺトリ ,Petri
ポリディシャ 2,ポリディシャ ,Polidisha
ピクニク 2,ピクニク ,Picnic
ペレツ 2,ペレツ ,Peretz
rightaway 2,rightaway ,rightaway
アツカ 2,アツカ ,Atsuka
シュライバー 2,シュライバー ,Schreiber
スカーラ 2,スカーラ ,Skaara
embarrassed 2,embarrassed ,embarrassed
葦笛 2,葦笛 ,reed flute
ホィットニー 2,ホィットニー ,Whitney
ルロン 2,ルロン ,Rulon
聳え立 2,聳え立 ,Towering
トク 2,トク ,Special
リガート 2,リガート ,Riggart
アースリー 2,アースリー ,Earthly
冥 2,冥 ,hell
長引き 2,長引き ,Prolonged
張り番 2,張り番 ,Shift
へし折り 2,へし折り ,Heshi fold
グリジオ 2,グリジオ ,Grigio
winoworks 2,winoworks ,winoworks
ミラージュ 2,ミラージュ ,Mirage
振り込め 2,振り込め ,Transfer
オブリー 2,オブリー ,Obree
ビエルノ 2,ビエルノ ,Bierno
カーフ 2,カーフ ,Calf
パリパリ 2,パリパリ ,Crispy
マケンジー 2,マケンジー ,Mackenzie
roun 2,roun ,roun
ブーリン 2,ブーリン ,Boleyn
かど 2,かど ,Corner
エリーマイ 2,エリーマイ ,Ellie Mai
patter 2,patter ,Pattern
シャンパズ 2,シャンパズ ,Champaz
ステルモア 2,ステルモア ,Stelmore
なーっと 2,なーっと ,Thank you
ティンパー 2,ティンパー ,Timper
年賀 2,年賀 ,New Year
ヘンナ 2,ヘンナ ,Henna
ナリボッカ 2,ナリボッカ ,Naribokka
けえ 2,けえ ,Kei
牡羊 2,牡羊 ,Aries
バーバー 2,バーバー ,Barber
ノンアルコール 2,ノンアルコール ,Non-alcoholic
エルーダ 2,エルーダ ,Eluda
狂女 2,狂女 ,Madwoman
後払い 2,後払い ,Pay Later
地主に 2,地主に ,To the landowner
ゲッコー 2,ゲッコー ,Gecko
rust 2,rust ,rust
煎じ汁 2,煎じ汁 ,Decoction
warble 2,warble ,warble
殴り書き 2,殴り書き ,Scribble
モリッツ 2,モリッツ ,Moritz
una 2,una ,una
imagine 2,imagine ,imagine
determined 2,determined ,determined
スズラン 2,スズラン ,Lily of the valley
returning 2,returning ,returning
結線 2,結線 ,Wiring
ずくめ 2,ずくめ ,All
イツァク 2,イツァク ,Yitzhak
ルナー 2,ルナー ,Lunar
マブーシュム 2,マブーシュム ,Mahboucheum
doctors 2,doctors ,Doctors
fiction 2,fiction ,fiction
ランフランコ 2,ランフランコ ,Lanfranco
つまみだ 2,つまみだ ,It's a knob
マッグウィン 2,マッグウィン ,McGwinn
showta 2,showta ,Showta
トタン 2,トタン ,Galvanized iron
ティルデン 2,ティルデン ,Tilden
investigate 2,investigate ,investigate
punishment 2,punishment ,punishment
pulling 2,pulling ,pulling
送料 2,送料 ,postage 
金平糖 2,金平糖 ,Confetti
争点 2,争点 ,Issues
アボリジニ 2,アボリジニ ,Aboriginal
ベルニツキ 2,ベルニツキ ,Bernitzky
ディアゴル 2,ディアゴル ,Diagol
coke 2,coke ,coke
憩 2,憩 ,Rest
midas 2,midas ,Midas
もうしわけ 2,もうしわけ ,Apologies
ケイラ 2,ケイラ ,Kayla
ヨッカ 2,ヨッカ ,Yokka
験し 2,験し ,Try
マグリー 2,マグリー ,Magley
kazuto 2,kazuto ,Kazuto
treatment 2,treatment ,treatment
消えゆ 2,消えゆ ,Vanish
ラッコ 2,ラッコ ,Sea otter
gsm 2,gsm ,gsm
トゥワイライト 2,トゥワイライト ,Twilight
バケ 2,バケ ,Bucket
ヴェリック 2,ヴェリック ,Veric
交遊 2,交遊 ,socializing
ケイザー 2,ケイザー ,Kaiser
竣工 2,竣工 ,Completion
俗説 2,俗説 ,Myth
コンポージャ 2,コンポージャ ,Composite
突き出せ 2,突き出せ ,Stick it out
カスタード 2,カスタード ,Custard
一郎 2,一郎 ,Ichiro
介助 2,介助 ,Assistance
ろば 2,ろば ,Donkey
トパンガ 2,トパンガ ,Topanga
lpr 2,lpr ,lpr
ホログラフ 2,ホログラフ ,Holographic
日韓 2,日韓 ,Japan-Korea
墳墓 2,墳墓 ,tomb
托鉢 2,托鉢 ,Begging
オクタゴン 2,オクタゴン ,Octagon
ベグ 2,ベグ ,Beg
smack 2,smack ,smack
ウルスラ 2,ウルスラ ,Ursula
ダゾ 2,ダゾ ,Dazo
キルクーク 2,キルクーク ,Kirkuk
仕出し 2,仕出し ,Catering
奮い立て 2,奮い立て ,Inspire
responsible 2,responsible ,responsible
スタックス 2,スタックス ,Stax
かみつき 2,かみつき ,Bite
べっこう 2,べっこう ,Tortoiseshell
はなはだし 2,はなはだし ,Very
アノート 2,アノート ,Anote
iqz 2,iqz ,iqz
挟め 2,挟め ,Clamp
ポットワー 2,ポットワー ,Potwa
ジェレミ 2,ジェレミ ,Jeremy
外形 2,外形 ,External shape
コルドバ 2,コルドバ ,Cordoba
もぞもぞ 2,もぞもぞ ,Squirm
投げ出せ 2,投げ出せ ,Throw it out
揺すれ 2,揺すれ ,Shake
マイゲアー 2,マイゲアー ,My Gamer
スローター 2,スローター ,Slaughter
corporation 2,corporation ,Corporation
グーフィ 2,グーフィ ,Goofy
視聴覚 2,視聴覚 ,Audiovisual
王曹 2,王曹 ,Wang Cao
キャザース 2,キャザース ,Cathers
戦用 2,戦用 ,For battle
カーット 2,カーット ,Cart
ニャンニャン 2,ニャンニャン ,Meow Meow
フレージャー 2,フレージャー ,Frazier
マリンバー 2,マリンバー ,Marine Bar
ペコ 2,ペコ ,Peko
摩 2,摩 ,Ma
sakes 2,sakes ,sakes
ホイホー 2,ホイホー ,Hooray!
このぉ 2,このぉ ,This
ヒッヒッヒ 2,ヒッヒッヒ ,Hehehe.
暗幕 2,暗幕 ,Blackout
素子 2,素子 ,Element
chemical 2,chemical ,chemical
へさき 2,へさき ,Bow
稲川 2,稲川 ,Inagawa
泥穴 2,泥穴 ,mud hole
コルドン 2,コルドン ,Cordon
compound 2,compound ,compound
カネ儲け 2,カネ儲け ,Making money
ロリー 2,ロリー ,Rory
llamo 2,llamo ,llamo
スミット 2,スミット ,Smit
ふく 2,ふく ,wipe 
ハーディン 2,ハーディン ,Hardin
真由美 2,真由美 ,Mayumi
cr 2,cr ,cr
アメーバ 2,アメーバ ,Amoeba
同大 2,同大 ,Same university
オークモン 2,オークモン ,Oakmon
具合い 2,具合い ,Condition
駿馬 2,駿馬 ,fast horse
banner 2,banner ,banner
スニ 2,スニ ,Suni
ヨンホー 2,ヨンホー ,Youngho
スレイト 2,スレイト ,Slate
plane 2,plane ,plane
ちょうちん 2,ちょうちん ,Lantern
レストレス 2,レストレス ,Restless
answers 2,answers ,answers
てきめん 2,てきめん ,Immediately
隈井 2,隈井 ,Kumai
勝一 2,勝一 ,Katsuichi
alvin 2,alvin ,alvin
cutting 2,cutting ,cutting
池の 2,池の ,Pond
ソックヮン 2,ソックヮン ,Sokkwan
連戦 2,連戦 ,Consecutive Battles
たけなわ 2,たけなわ ,In full swing
チョル 2,チョル ,Chol
遠目 2,遠目 ,Distant View
アストロメク 2,アストロメク ,Astromech
献策 2,献策 ,suggestion
すすぎ 2,すすぎ ,Rinse
temptation 2,temptation ,Temptation
グリーム 2,グリーム ,Gleam
スンヨン 2,スンヨン ,Seungyeon
ミスターバオ 2,ミスターバオ ,Mr Bao
ピクチャーズ 2,ピクチャーズ ,Pictures
クソリッチ 2,クソリッチ ,Fucking rich
surprises 2,surprises ,surprises
ユルゲン 2,ユルゲン ,Jurgen
あごと 2,あごと ,Chin
hoop 2,hoop ,hoop
人捜し 2,人捜し ,Person search
アグワイヤ 2,アグワイヤ ,Aguiar
ツバメ 2,ツバメ ,Swallow
読ま 2,読ま ,Read
アルトゥーロ 2,アルトゥーロ ,Arturo
ネコババ 2,ネコババ ,Cat burglar
files 2,files ,files
インテーク 2,インテーク ,Intake
艶出 2,艶出 ,Polishing
ワヤ 2,ワヤ ,Waya
自毛 2,自毛 ,Natural hair
断ち 2,断ち ,Cut off
物々し 2,物々し ,Things
クアトロン 2,クアトロン ,Quattron
ufc 2,ufc ,UFC
アレクシオ 2,アレクシオ ,Alexio
樅 2,樅 ,fir
ジェビ 2,ジェビ ,Jebi
コンポスト 2,コンポスト ,Compost
自壊 2,自壊 ,Self-destruct
ダリエンマ 2,ダリエンマ ,Darienma
fame 2,fame ,fame
禁令 2,禁令 ,prohibition
生成分 2,生成分 ,Raw material
モーレ 2,モーレ ,More
ヌーベル 2,ヌーベル ,Nouvelle
reggie 2,reggie ,Reggie
胸腔 2,胸腔 ,thoracic cavity
loop 2,loop ,loop
クロッケー 2,クロッケー ,Croquet
別嬪 2,別嬪 ,Beautiful
シラネェ 2,シラネェ ,I don't know
hula 2,hula ,hula
ブロックマン 2,ブロックマン ,Blockman
test 2,test ,test
ナノメートル 2,ナノメートル ,Nanometer
謹比 2,謹比 ,Compliance
別け 2,別け ,Separation
フムス 2,フムス ,Hummus
ブガルー 2,ブガルー ,Bugaloo
ターバ 2,ターバ ,Thabar
シルヴィー 2,シルヴィー ,Sylvie
インクル 2,インクル ,Inkle
ナポリ 2,ナポリ ,Naples
behavior 2,behavior ,behavior
室篇 2,室篇 ,Muro version
イート 2,イート ,Eat
ラビー 2,ラビー ,Raby
プリットー 2,プリットー ,Pritt
iii 2,iii ,iii
クィントゥス 2,クィントゥス ,Quintus
ダビューク 2,ダビューク ,Dubuque
尾羽 2,尾羽 ,tail feathers
リアリズム 2,リアリズム ,Realism
おぱ 2,おぱ ,Opa
手の内 2,手の内 ,in hand
テクトロニクス 2,テクトロニクス ,Tektronix
ザンド 2,ザンド ,Zand
のれん 2,のれん ,Goodwill
juliet 2,juliet ,Juliet
かちっと 2,かちっと ,Click
クロスウッド 2,クロスウッド ,Cross Wood
oscar 2,oscar ,oscar
フレゼッリ 2,フレゼッリ ,Freselli
シトリン 2,シトリン ,Citrine
逆立て 2,逆立て ,Handstand
ワージントン 2,ワージントン ,Worthington
リバイバル 2,リバイバル ,Revival
テレプラスティ 2,テレプラスティ ,Teleplasty
イツ 2,イツ ,Its
腰抜けめ 2,腰抜けめ ,Coward
壷謀 2,壷謀 ,pot plot
槍兵 2,槍兵 ,Spearman
クド 2,クド ,Kudo
デイノコッカス 2,デイノコッカス ,Deinococcus
うずめ 2,うずめ ,Uzume
引受 2,引受 ,Underwriting
ファーレン 2,ファーレン ,Fahrenheit
ジョディー 2,ジョディー ,Jodie
除法 2,除法 ,Division
白飯 2,白飯 ,white rice
gods 2,gods ,gods
カブスカウト 2,カブスカウト ,Cub Scouts
バイオトニックス 2,バイオトニックス ,Biotonics
メロビンジアン 2,メロビンジアン ,Merovingian
魅せ 2,魅せ ,Fascinating
バチルス 2,バチルス ,Bacillus
パセフォニー 2,パセフォニー ,Persephony
reed 2,reed ,Reed
ふくめ 2,ふくめ ,Including
ness 2,ness ,ness
イネクト 2,イネクト ,Inect
マリーニ 2,マリーニ ,Marini
ショアディッチ 2,ショアディッチ ,Shoreditch
フルオキセチン 2,フルオキセチン ,Fluoxetine
プチ 2,プチ ,Petite
ドゥディ 2,ドゥディ ,Dudi
ミスバハ 2,ミスバハ ,Misbaha
マシュコフ 2,マシュコフ ,Mashkov
片言 2,片言 ,Broken English
プチプチ 2,プチプチ ,Popping
前借 2,前借 ,advance loan
ヒョウナメクジ 2,ヒョウナメクジ ,Leopard Slug
starts 2,starts ,starts
シューバ 2,シューバ ,Shuba
パッシング 2,パッシング ,Passing
そういや 2,そういや ,Oh yeah
military 2,military ,military
ｊｄ 2,ｊｄ ,j.d.
ハゥディ 2,ハゥディ ,Howdy
ルーナウィー 2,ルーナウィー ,Lunawee
scmods 2,scmods ,scmods
口ごたえ 2,口ごたえ ,Response
リドケイン 2,リドケイン ,Lidocaine
恋い焦がれ 2,恋い焦がれ ,Longing
車二 2,車二 ,car two
入れれ 2,入れれ ,Put it in
小遣 2,小遣 ,Allowance
gsr 2,gsr ,gsr
紛れこ 2,紛れこ ,Confused
端部 2,端部 ,End
もげ落ち 2,もげ落ち ,Falling off
対物 2,対物 ,Objective
ヒデオ 2,ヒデオ ,Hideo
dscs 2,dscs ,dscs
themself 2,themself ,themself
evidence 2,evidence ,evidence
qa 2,qa ,qa
肩紐 2,肩紐 ,Shoulder straps
にせ 2,にせ ,Fake
faggoty 2,faggoty ,faggotty
ziva 2,ziva ,ziva
野島 2,野島 ,Nojima
さがしもの 2,さがしもの ,Search
ロケバス 2,ロケバス ,Location Bus
村越 2,村越 ,Murakoshi
ピエット 2,ピエット ,Piet
フランシア 2,フランシア ,Francia
ontspan 2,ontspan ,ontspan
ボスワース 2,ボスワース ,Bosworth
アナーバー 2,アナーバー ,Ann Arbor
腹膜 2,腹膜 ,peritoneum
sw 2,sw ,sw
上げれ 2,上げれ ,Raise it
ノーパン 2,ノーパン ,No underwear
牝 2,牝 ,Female
often 2,often ,often
銀髪 2,銀髪 ,Silver Hair
時一 2,時一 ,Time
手淫 2,手淫 ,Onanism
イェガー 2,イェガー ,Jaeger
ペレット 2,ペレット ,Pellet
野猪 2,野猪 ,wild boar
フォーマー 2,フォーマー ,Former
癒やしの 2,癒やしの ,Healing
サンドバー 2,サンドバー ,Sandbar
seo 2,seo ,SEO
大宮 2,大宮 ,Omiya
鞭打て 2,鞭打て ,Whip
アナン 2,アナン ,Annan
キヨサキ 2,キヨサキ ,Kiyosaki
アントリム 2,アントリム ,Antrim
ちがー 2,ちがー ,Wrong.
ファイザー 2,ファイザー ,Pfizer
レイバー 2,レイバー ,Labor
打ち振 2,打ち振 ,Shaking
下賎 2,下賎 ,lowly
ギャム 2,ギャム ,Gam
ハムリッシュ 2,ハムリッシュ ,Hamlisch
なんちゃっ 2,なんちゃっ ,Just kidding
受渡 2,受渡 ,Delivery
cojones 2,cojones ,cojones
バッチイ 2,バッチイ ,Batchi
ボカラトン 2,ボカラトン ,Boca Raton
同系 2,同系 ,Similar
ワザパマニ 2,ワザパマニ ,Wazapamani
ラピドス 2,ラピドス ,Lapidus
ガボット 2,ガボット ,Gavotte
一等 2,一等 ,first class
mike 2,mike ,mike
モンタルボ 2,モンタルボ ,Montalvo
forces 2,forces ,Forces
誓言 2,誓言 ,oath
ナボコフ 2,ナボコフ ,Nabokov
ダイオード 2,ダイオード ,Diode
フェンソン 2,フェンソン ,Fenson
鼻づまり 2,鼻づまり ,Stuffy nose
ユーセフ 2,ユーセフ ,Yousef
快諾 2,快諾 ,Acceptance
きれー 2,きれー ,Beautiful
煮や 2,煮や ,Boiled
compares 2,compares ,compares
輔讐 2,輔讐 ,enemy
ファンティーマ 2,ファンティーマ ,Fantima
マロム 2,マロム ,Marom
亥ク 2,亥ク ,Boar
彡麦 2,彡麦 ,彡Mugi
グ彡 2,グ彡 ,Gu
ディジェリドゥー 2,ディジェリドゥー ,Didgeridoo
オムニア 2,オムニア ,Omnia
ブク 2,ブク ,Book
心付け 2,心付け ,Gratuity
ペルデェトゥ 2,ペルデェトゥ ,Perdette
浙彡 2,浙彡 ,Zhehe
レ彦 2,レ彦 ,Rehiko
エアム 2,エアム ,Airm
主戦 2,主戦 ,Main Warrior
マグヌス 2,マグヌス ,Magnus
trumpet 2,trumpet ,Trumpet
まげ 2,まげ ,Topknot
ロッ 2,ロッ ,Rod
パラゴン 2,パラゴン ,Paragon
ある所 2,ある所 ,Somewhere
osnaz 2,osnaz ,osnaz
テンカン 2,テンカン ,Tenkan
正午頃 2,正午頃 ,Around noon
船医 2,船医 ,ship doctor
バラトリル 2,バラトリル ,Balatril
candle 2,candle ,candle
テリトフ 2,テリトフ ,Teritov
従わ 2,従わ ,Obey
争議 2,争議 ,Disputes
カエセ 2,カエセ ,Caesare
琶昌 2,琶昌 ,Pashō
犠篭 2,犠篭 ,Sacrifice
神音 2,神音 ,God's sound
アルゴマ 2,アルゴマ ,Algoma
シエ 2,シエ ,Sie
飛びこ 2,飛びこ ,Jump
殉難 2,殉難 ,martyrdom
管圧 2,管圧 ,Pipe Pressure
リシア 2,リシア ,Licia
マンガー 2,マンガー ,Manger
アクアマリン 2,アクアマリン ,Aquamarine
すぐきれ 2,すぐきれ ,Quickly clean
ナーシー 2,ナーシー ,Nursey
アグレッシブ 2,アグレッシブ ,Aggressive
ｂｒｍ 2,ｂｒｍ ,brm
フィオラノ 2,フィオラノ ,Fiorano
ピンツラ 2,ピンツラ ,Pintura
クソマシン 2,クソマシン ,Fucking Machine
空き箱 2,空き箱 ,Empty box
ドライバーズ 2,ドライバーズ ,Drivers
perdon 2,perdon ,perdon
ゲータレード 2,ゲータレード ,Gatorade
ハーメル 2,ハーメル ,Hamel
ランガー 2,ランガー ,Langer
モンツァ 2,モンツァ ,Monza
俊一 2,俊一 ,Shunichi
久我 2,久我 ,Kuga
三葉 2,三葉 ,Mitsuha
オージー 2,オージー ,Aussie
ブランズ 2,ブランズ ,Brands
琶昆 2,琶昆 ,Pakun
韓言 2,韓言 ,Korean
リメーク 2,リメーク ,Remake
まんつえ 2,まんつえ ,Mantsue
しみこ 2,しみこ ,Shimiko
クソバカ 2,クソバカ ,Stupid idiot
ラリアット 2,ラリアット ,Lariat
カンデラ 2,カンデラ ,Candela
ゴアンナ 2,ゴアンナ ,Goanna
全部外 2,全部外 ,All outside
ルーデンス 2,ルーデンス ,Ludens
追い越し 2,追い越し ,Overtaking
レボン 2,レボン ,Levon
流し込め 2,流し込め ,wash down 
マウンバ 2,マウンバ ,Maumba
はにかみ屋 2,はにかみ屋 ,Shy
オールバニ 2,オールバニ ,Albany
たち戻 2,たち戻 ,Return
イシュ 2,イシュ ,Ish
善仁 2,善仁 ,Kindness
おうい 2,おうい ,Oui
丶ん 2,丶ん ,丶
カイシャ 2,カイシャ ,Company
付きっ切り 2,付きっ切り ,Always with you
そんさ 2,そんさ ,That's right
予科 2,予科 ,Preparatory school
取り払え 2,取り払え ,Get rid of it
疑獄 2,疑獄 ,Suspicion
ふふっ 2,ふふっ ,Hehe
文盲 2,文盲 ,illiterate
有楽町 2,有楽町 ,Yurakucho
丸ノ内線 2,丸ノ内線 ,Marunouchi Line
absque 2,absque ,absque
チュット 2,チュット ,Chut
locum 2,locum ,locum
タスケン 2,タスケン ,Tusken
狽 2,狽 ,secret
krek 2,krek ,krek
creeteo 2,creeteo ,Creeteo
kaas 2,kaas ,kaas
佳境 2,佳境 ,Climax
来春 2,来春 ,Next Spring
ティチューバ 2,ティチューバ ,Tituba
積分 2,積分 ,integral
palace 2,palace ,palace
だいじょう 2,だいじょう ,Great
しぃ 2,しぃ ,Shi
易者 2,易者 ,easy person
painful 2,painful ,painful
老院 2,老院 ,old people's hospital
夢心地 2,夢心地 ,Dreamy
ｳ 2,ｳ ,U
チャップ 2,チャップ ,Chap
廃案 2,廃案 ,Rejected
ジオノー 2,ジオノー ,Geono
あかぎれ 2,あかぎれ ,Chapped skin
モレロ 2,モレロ ,Morello
リシメイズ 2,リシメイズ ,Rishimaze
本官 2,本官 ,Official
秀力 2,秀力 ,excellence
嵐閧 2,嵐閧 ,Ran
貰い下げ 2,貰い下げ ,Get it
ヒーリー 2,ヒーリー ,Healy
カプート 2,カプート ,Caputo
トムズ 2,トムズ ,Toms
ざだ 2,ざだ ,Zada
鞍え 2,鞍え ,Saddle
びな 2,びな ,Bina
ブルット 2,ブルット ,Brut
思い直せ 2,思い直せ ,Think again
キップス 2,キップス ,Kipps
釘打ち 2,釘打ち ,Nailing
のこ 2,のこ ,Noko
嫌ー 2,嫌ー ,No
かいかぶ 2,かいかぶ ,Kaikabu
apg 2,apg ,apg
くるみ割り 2,くるみ割り ,Nutcracker
減退 2,減退 ,decline
相補 2,相補 ,Complementary
壊わ 2,壊わ ,Broken
plains 2,plains ,Plains
レノルドズ 2,レノルドズ ,Reynolds
ラシン 2,ラシン ,Racing
リバチ 2,リバチ ,Rivachi
アニョハセヨ 2,アニョハセヨ ,Hello there
ミポ 2,ミポ ,Mipo
佳子 2,佳子 ,Yoshiko
轄言 2,轄言 ,Jurisdiction
隆 2,隆 ,Takashi
シズ 2,シズ ,Shiz
軽部 2,軽部 ,Karube
kataan 2,kataan ,kataan
みっ 2,みっ ,Three
