Korean Together,Korean,Ko to En
용건을 11,용건을 ,Business
제시가 11,제시가 ,Jessie
게이라는 11,게이라는 ,I'm gay
애미가 11,애미가 ,Amy
생길지도 11,생길지도 ,Might happen
짝코 11,짝코 ,A pair of socks
못지 11,못지 ,Not bad
들여야 11,들여야 ,Have to put it in
유게 11,유게 ,Oil
코우 11,코우 ,Cow
식료품점에 11,식료품점에 ,At the grocery store
털어놓게 11,털어놓게 ,Let me tell you
숫자의 11,숫자의 ,Number of
아버지같은 11,아버지같은 ,Fatherly
직원의 11,직원의 ,Staff's
넘겨주고 11,넘겨주고 ,Hand it over
삼킬 11,삼킬 ,Swallow
지났잖아 11,지났잖아 ,It's past
밀워키 11,밀워키 ,Milwaukee
모르다니 11,모르다니 ,You don't know
알게됐어 11,알게됐어 ,I found out
노래요 11,노래요 ,It's a song
착각을 11,착각을 ,Illusion
이겨요 11,이겨요 ,I win
거랬지 11,거랬지 ,That's right
청구 11,청구 ,Billing
퇴역 11,퇴역 ,Retirement
했던데 11,했던데 ,I did it
리브스가 11,리브스가 ,Reeves
않나봐 11,않나봐 ,I guess not
옳았다고 11,옳았다고 ,That was right
남자라도 11,남자라도 ,Even if you're a man
최고입니다 11,최고입니다 ,It's the best
도둑의 11,도둑의 ,Thief's
그들에게는 11,그들에게는 ,For them
컨퍼런스 11,컨퍼런스 ,Conference
니잠이 11,니잠이 ,Nizam
등산 11,등산 ,mountain climbing 
늦었으니 11,늦었으니 ,It's late
징징대는 11,징징대는 ,Whining
추는데 11,추는데 ,I'm following you
양심을 11,양심을 ,Conscience
전대원 11,전대원 ,All members
깃털이 11,깃털이 ,Feathers
살이나 11,살이나 ,Live or
일이었다고 11,일이었다고 ,It was work
있다거나 11,있다거나 ,There is or
3일전에 11,3일전에 ,3 days ago
섰지 11,섰지 ,Stand up
괴로울 11,괴로울 ,It's painful
인용 11,인용 ,Quote
덕을 11,덕을 ,Virtue
쓰여서 11,쓰여서 ,Written
재미있죠 11,재미있죠 ,It's fun
2팀 11,2팀 ,Team 2
봐줄래요 11,봐줄래요 ,Will you look at it?
선박을 11,선박을 ,The ship
심각한지 11,심각한지 ,Is it serious?
떡치고 11,떡치고 ,Rice cake
여럿이 11,여럿이 ,Many
그림자에 11,그림자에 ,In the shadows
종의 11,종의 ,Kind of
나약하고 11,나약하고 ,Weak and
복귀한다 11,복귀한다 ,Come back
베푼 11,베푼 ,Beppun
발자국이 11,발자국이 ,Footprints
똑똑하다 11,똑똑하다 ,Smart
아니시겠죠 11,아니시겠죠 ,"No, I don't think so"
녀석이에요 11,녀석이에요 ,He's a guy
잘못하는 11,잘못하는 ,Doing wrong
저장하는 11,저장하는 ,Save
어른의 11,어른의 ,Adult's
채식주의자 11,채식주의자 ,Vegetarian
방해하려던 11,방해하려던 ,I was trying to interfere
휘말린 11,휘말린 ,Involved
부축해 11,부축해 ,Support me
슈림플리 11,슈림플리 ,Shrimply
나가기로 11,나가기로 ,To go out
말했을텐데 11,말했을텐데 ,I must have said it
변화하고 11,변화하고 ,Changing and
조셉은 11,조셉은 ,Joseph
전부지 11,전부지 ,All of them
없었 11,없었 ,There wasn't any
가뜩이나 11,가뜩이나 ,As expected
일제히 11,일제히 ,All at once
라쿠야 11,라쿠야 ,Rakuya
기다렸다고 11,기다렸다고 ,I waited for you
살인자이기 11,살인자이기 ,To be a murderer
눈치챈 11,눈치챈 ,I noticed
돌아갈게요 11,돌아갈게요 ,I'll go back
이중으로 11,이중으로 ,Double
나이아가라 11,나이아가라 ,Niagara
처벌이 11,처벌이 ,Punishment
와줬으면 11,와줬으면 ,If you came
문제에서 11,문제에서 ,In the problem
운전사 11,운전사 ,Driver
사투를 11,사투를 ,The fight
제이드 11,제이드 ,Jade
3시까지 11,3시까지 ,Until 3 o'clock
전우를 11,전우를 ,Comrades
음식이랑 11,음식이랑 ,With food
미국인이에요 11,미국인이에요 ,I'm American
두기 11,두기 ,Put it
묘사할 11,묘사할 ,To describe
안티아가 11,안티아가 ,Antiaga
내놓는 11,내놓는 ,Putting out
뒀나 11,뒀나 ,Did you put it there?
힐리씨 11,힐리씨 ,Mr. Hilly
합쳐져서 11,합쳐져서 ,Combined
그러믄요 11,그러믄요 ,Well then
아나봐 11,아나봐 ,I see
힘이다 11,힘이다 ,It's power
베프 11,베프 ,Bef
빨라서 11,빨라서 ,Because it's fast
인간들과 11,인간들과 ,With humans
지라도 11,지라도 ,Even if
믿겠으면 11,믿겠으면 ,If you believe it
된거니 11,된거니 ,It's done
전례 11,전례 ,precedent
버락 11,버락 ,Barack
뛰어다니는 11,뛰어다니는 ,Running around
비숍이 11,비숍이 ,Bishop
걸스 11,걸스 ,Girls
문제들 11,문제들 ,Problems
간직할 11,간직할 ,To keep
예루살렘을 11,예루살렘을 ,Jerusalem
감정으로 11,감정으로 ,With emotion
아빠같은 11,아빠같은 ,Like a father
정하자 11,정하자 ,Let's decide
방문객이 11,방문객이 ,The visitor
알거라고 11,알거라고 ,I know
구했을 11,구했을 ,I saved it
대륙을 11,대륙을 ,The continent
양복이 11,양복이 ,The suit
공식적으론 11,공식적으론 ,Officially
박사야 11,박사야 ,Doctor
실비아 11,실비아 ,Sylvia
선생님하고 11,선생님하고 ,With the teacher
정성을 11,정성을 ,Sincerity
기독교인을 11,기독교인을 ,Christians
생일파티를 11,생일파티를 ,Have a birthday party
보고된 11,보고된 ,Reported
19번 11,19번 ,Number 19
왕립 11,왕립 ,Royal
자백 11,자백 ,Confession
구한거야 11,구한거야 ,I saved it
죽여야지 11,죽여야지 ,I have to kill him
아내분께 11,아내분께 ,To my wife
무의식 11,무의식 ,Unconscious
b를 11,b를 ,b
느껴졌다 11,느껴졌다 ,I felt it
년한테 11,년한테 ,To the year
트렌위드에 11,트렌위드에 ,In trendwith
규칙도 11,규칙도 ,The rules too
따르도록 11,따르도록 ,To follow
값으로 11,값으로 ,By value
고해를 11,고해를 ,Confession
터뜨리는 11,터뜨리는 ,Blowing up
견해는 11,견해는 ,The view is
카이로 11,카이로 ,Cairo
관심없는 11,관심없는 ,Not interested
닦아야 11,닦아야 ,Need to wipe it
드와이트는 11,드와이트는 ,Dwight is
재혼을 11,재혼을 ,Remarriage
박사한테 11,박사한테 ,To the doctor
재주를 11,재주를 ,Talent
책임에 11,책임에 ,Responsibility
그렇기는 11,그렇기는 ,That's true
재를 11,재를 ,Ashes
기미가 11,기미가 ,Signs
깨끗 11,깨끗 ,Clean
야망은 11,야망은 ,Ambition is
분쟁을 11,분쟁을 ,Dispute
떼어내고 11,떼어내고 ,Take it off
잡는걸 11,잡는걸 ,Catching it
보급품을 11,보급품을 ,Supplies
무리로 11,무리로 ,In a crowd
붙이지 11,붙이지 ,Don't stick
재워 11,재워 ,Lay down
이사회의 11,이사회의 ,Board of Directors
조작해서 11,조작해서 ,By manipulating
너니까 11,너니까 ,Because it's you
분출 11,분출 ,Eruption
어떠셨나요 11,어떠셨나요 ,How was it
공포증 11,공포증 ,Phobia
동시 11,동시 ,Simultaneously
카테가트를 11,카테가트를 ,Kattegat
경매에서 11,경매에서 ,At the auction
드시는 11,드시는 ,Eat
삼각 11,삼각 ,Triangle
탈출해서 11,탈출해서 ,Escape from
데스크에 11,데스크에 ,At the desk
케이티는 11,케이티는 ,Katie is
똑같군 11,똑같군 ,Same thing
새까만 11,새까만 ,pitch black
낫잖아요 11,낫잖아요 ,It's better
화났구나 11,화났구나 ,You're angry
걱정만 11,걱정만 ,Just worry
플리 11,플리 ,Flea
뿌리가 11,뿌리가 ,The root
선거운동 11,선거운동 ,Election campaign
사랑이었어 11,사랑이었어 ,It was love
기억하잖아 11,기억하잖아 ,You remember
히트곡 11,히트곡 ,hit song
하루하루를 11,하루하루를 ,Day by day
갔었나 11,갔었나 ,Have you been there?
달아났어요 11,달아났어요 ,ran away
가히 11,가히 ,Yes
십자가가 11,십자가가 ,The cross
사이라 11,사이라 ,Saira
누이의 11,누이의 ,Sister's
엠뷸런스 11,엠뷸런스 ,Ambulance
아니였으면 11,아니였으면 ,If it weren't for that
표시야 11,표시야 ,It's a sign
놀랬어요 11,놀랬어요 ,I was surprised
천상의 11,천상의 ,Heavenly
베르나데트 11,베르나데트 ,Bernadette
시럽 11,시럽 ,Syrup
습관을 11,습관을 ,Habits
토하면 11,토하면 ,If you vomit
도와주겠나 11,도와주겠나 ,Will you help me?
합류해 11,합류해 ,Join us
무도회를 11,무도회를 ,The ball
인도를 11,인도를 ,India
시작이에요 11,시작이에요 ,It's the beginning
계신데요 11,계신데요 ,You are here
뽑았어요 11,뽑았어요 ,I picked it
안정감을 11,안정감을 ,A sense of stability
시파 11,시파 ,Sipha
아내잖아 11,아내잖아 ,You're my wife
있었겠어 11,있었겠어 ,There must have been
학비를 11,학비를 ,Tuition fees
그럴일은 11,그럴일은 ,That's not going to happen
정도까지 11,정도까지 ,To the extent
깨우면 11,깨우면 ,When I wake up
베어드 11,베어드 ,Baird
숙부님 11,숙부님 ,Uncle
지나가면서 11,지나가면서 ,As I pass by
조종실 11,조종실 ,Cockpit
생명체의 11,생명체의 ,Of living things
잭슨에게 11,잭슨에게 ,To Jackson
배웠고 11,배웠고 ,I learned
폭우가 11,폭우가 ,Heavy rain
각도가 11,각도가 ,The angle
호민관 11,호민관 ,Hominkwan
간호원 11,간호원 ,Nurse
사라지죠 11,사라지죠 ,It disappears
육체적인 11,육체적인 ,Physical
아티스트를 11,아티스트를 ,The artist
이곳에서는 11,이곳에서는 ,In this place
가사는 11,가사는 ,The lyrics are
없었는데요 11,없었는데요 ,There wasn't any
알아냈는데 11,알아냈는데 ,I figured it out
해치 11,해치 ,Hatch
격리실 11,격리실 ,Isolation room
있는데다 11,있는데다 ,And there is
가정부 11,가정부 ,Housekeeper
짓이었지 11,짓이었지 ,It was a lie
대천사 11,대천사 ,Archangel
어려웠어요 11,어려웠어요 ,It was difficult
쯤엔 11,쯤엔 ,Around
웃자고 11,웃자고 ,Let's laugh
결함을 11,결함을 ,Defect
욕이 11,욕이 ,The bathroom
입좀 11,입좀 ,Shut up
사랑해줄 11,사랑해줄 ,I will love you
거였다면 11,거였다면 ,If it were like that
여러개 11,여러개 ,Several
기억하나요 11,기억하나요 ,Do you remember?
박사요 11,박사요 ,Doctor
이겨내 11,이겨내 ,Win it
설정해 11,설정해 ,Set it up
넘어지지 11,넘어지지 ,Don't fall over
엄마인 11,엄마인 ,I'm a mother
일렬로 11,일렬로 ,In a row
나바비 11,나바비 ,Navabi
가져본 11,가져본 ,I've had it
생명들을 11,생명들을 ,The lives
힘있는 11,힘있는 ,Powerful
전투의 11,전투의 ,Battle of
힘들어져 11,힘들어져 ,It's getting harder
전문가에게 11,전문가에게 ,To the expert
연인들의 11,연인들의 ,Lovers'
계시다는 11,계시다는 ,There is
기계들이 11,기계들이 ,The machines
공주처럼 11,공주처럼 ,Like a princess
명품 11,명품 ,Luxury
여유는 11,여유는 ,Leisure is
뱀처럼 11,뱀처럼 ,Like a snake
잡담은 11,잡담은 ,Chit chat
감시되고 11,감시되고 ,Being watched
번쩍 11,번쩍 ,Flash
빕케 11,빕케 ,Bibke
믿겠습니다 11,믿겠습니다 ,I believe it
배틀 11,배틀 ,Battle
후회해요 11,후회해요 ,I regret it
목구멍에 11,목구멍에 ,In the throat
래리는 11,래리는 ,Larry is
틈만 11,틈만 ,Just a gap
최고니까 11,최고니까 ,Because it's the best
쉬죠 11,쉬죠 ,Take a rest
1996년 11,1996년 ,1996
법원의 11,법원의 ,The court's
캐나다에서 11,캐나다에서 ,In Canada
안돼안돼 11,안돼안돼 ,No no no
셈이 11,셈이 ,Calculation
기어를 11,기어를 ,Gear
기다릴래 11,기다릴래 ,I want to wait
속고 11,속고 ,I was fooled
담는 11,담는 ,Contain
당연하잖아 11,당연하잖아 ,Of course
암스트롱이 11,암스트롱이 ,Armstrong
자겠어 11,자겠어 ,I'm going to sleep
유령도 11,유령도 ,Ghost too
체코 11,체코 ,Czech Republic
함께해야 11,함께해야 ,We have to be together
됐었죠 11,됐었죠 ,It was okay
찾아간 11,찾아간 ,Went to find
마지막이라고 11,마지막이라고 ,It's the last one
결정입니다 11,결정입니다 ,It's a decision
파멸을 11,파멸을 ,Destruction
센서는 11,센서는 ,The sensor is
했더라면 11,했더라면 ,If I had done it
안나네 11,안나네 ,Annane
떠나실 11,떠나실 ,To leave
기다리시는 11,기다리시는 ,Waiting for you
통제하려고 11,통제하려고 ,Trying to control
뿐이요 11,뿐이요 ,That's all
숙녀를 11,숙녀를 ,Lady
리즈를 11,리즈를 ,Leeds
잘했죠 11,잘했죠 ,Well done
닥치게 11,닥치게 ,Shut up
싸우세요 11,싸우세요 ,Fight
십분 11,십분 ,Ten minutes
들도록 11,들도록 ,To hear
3백 11,3백 ,3 hundred
뿐이란 11,뿐이란 ,That's all
그냥이 11,그냥이 ,Just this
따분하고 11,따분하고 ,Boring
놓거라 11,놓거라 ,Let go
몰랐군요 11,몰랐군요 ,I didn't know
부딪힐 11,부딪힐 ,To bump into
플레밍 11,플레밍 ,Fleming
뒤져봤는데 11,뒤져봤는데 ,I looked into it
들으실 11,들으실 ,You will hear
학위도 11,학위도 ,Degree too
싫어했는데 11,싫어했는데 ,I hated it
물거품이 11,물거품이 ,Bubbles
거라는걸 11,거라는걸 ,That's it
도망간다 11,도망간다 ,Run away
싶어했잖아 11,싶어했잖아 ,You wanted to
nsa의 11,nsa의 ,nsa's
오른쪽은 11,오른쪽은 ,The right is
유산이 11,유산이 ,The legacy
산책도 11,산책도 ,Walking too
검사와 11,검사와 ,Inspection and
마담이 11,마담이 ,Madame
크리스핀 11,크리스핀 ,Crispin
수녀님이 11,수녀님이 ,The nun
상처받지 11,상처받지 ,Don't get hurt
자시고 11,자시고 ,Sleep
자구 11,자구 ,Self-rescue
그날부터 11,그날부터 ,From that day on
경비병들이 11,경비병들이 ,The guards
이토 11,이토 ,Ito
싶네만 11,싶네만 ,I want to
목숨으로 11,목숨으로 ,With life
없었습니까 11,없었습니까 ,Wasn't there
졌군 11,졌군 ,I lost
대인 11,대인 ,interpersonal
요시다 11,요시다 ,Yoshida
남자였어요 11,남자였어요 ,It was a man
도르지 11,도르지 ,Dorji
묘하게 11,묘하게 ,Strangely
끌려갈 11,끌려갈 ,To be dragged away
경비대에 11,경비대에 ,In the guard
밝히려고 11,밝히려고 ,To clarify
장면에 11,장면에 ,On the scene
받아야할 11,받아야할 ,Should receive
연락해봐 11,연락해봐 ,Contact me
그러셨잖아요 11,그러셨잖아요 ,That's what you said
존재입니다 11,존재입니다 ,It exists
한건가요 11,한건가요 ,Is it one?
쓰러 11,쓰러 ,To fall
중독자야 11,중독자야 ,I'm addicted
살인한 11,살인한 ,Murdered
가버렸지 11,가버렸지 ,Gone
씩씩하게 11,씩씩하게 ,Cheerfully
알아내려는 11,알아내려는 ,Trying to find out
변함없이 11,변함없이 ,Without change
잔이요 11,잔이요 ,It's a glass
결전의 11,결전의 ,The decisive battle
1937년 11,1937년 ,1937
불안하고 11,불안하고 ,I'm anxious
엎드려서 11,엎드려서 ,Lying down
플로리다의 11,플로리다의 ,In Florida
개고 11,개고 ,Doggo
생각했었다 11,생각했었다 ,I thought
가십쇼 11,가십쇼 ,Gossip Show
쓰러져서 11,쓰러져서 ,Falling down
그중에서도 11,그중에서도 ,Among them
에길 11,에길 ,Agil
연합군의 11,연합군의 ,Allied Forces
작성한 11,작성한 ,Written by
여인과 11,여인과 ,With a woman
타입도 11,타입도 ,Type too
피크 11,피크 ,peak 
비디오에서 11,비디오에서 ,In the video
참여를 11,참여를 ,Participate
질문하고 11,질문하고 ,Ask a question
쓰시면 11,쓰시면 ,If you use it
장악하고 11,장악하고 ,Take control
올리비아는 11,올리비아는 ,Olivia is
대기하세요 11,대기하세요 ,Please wait
엉망이잖아 11,엉망이잖아 ,It's a mess
품평회 11,품평회 ,Judging Show
웃었어요 11,웃었어요 ,I laughed
충분한데 11,충분한데 ,It's enough
때문이니 11,때문이니 ,Because of that
있지롱 11,있지롱 ,Nope
얘기했었죠 11,얘기했었죠 ,I told you
내겠어 11,내겠어 ,I'll give it to you
아이존 11,아이존 ,Izone
이런지 11,이런지 ,Is it like this?
석궁 11,석궁 ,Crossbow
물체는 11,물체는 ,The object is
만나야지 11,만나야지 ,We have to meet
있던건 11,있던건 ,What was there
라니스터를 11,라니스터를 ,The Lannisters
아닐텐데요 11,아닐텐데요 ,I don't think so
좌측으로 11,좌측으로 ,To the left
좋아하셔 11,좋아하셔 ,I like it
성공했을 11,성공했을 ,If it was successful
왕한테 11,왕한테 ,To the king
찔렀어요 11,찔렀어요 ,I stabbed you
아픈거 11,아픈거 ,It hurts
체면 11,체면 ,Face
별건 11,별건 ,Nothing special
급식 11,급식 ,Meals
보슈 11,보슈 ,Bosch
기병대 11,기병대 ,Cavalry
처음이었어 11,처음이었어 ,It was the first time
데이비드를 11,데이비드를 ,David
나타나지도 11,나타나지도 ,Not even showing up
어련하시겠어요 11,어련하시겠어요 ,Are you stupid?
모였으니 11,모였으니 ,Since we gathered
계속하자 11,계속하자 ,Let's continue
슈퍼돼지 11,슈퍼돼지 ,Super Pig
